1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
3	Y
3.1	Y
3.2	Y
3.3	Y
3.4	Y
3.5	Y
3.6	Y
3.7	Y
3.8	Y
3.9	Y
4	Y
4.1	Y
4.2	Y
4.3	Y
4.4	Y
4.5	Y
4.6	Y
4.7	Y
4.8	Y
4.9	Y
5	Y
5.1	Y
5.2	Y
5.3	Y
5.4	Y
5.5	Y
5.6	Y
5.7	Y
5.8	Y
5.9	Y
6	Y
.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
3	Y
3.1	Y
3.2	Y
3.3	Y
3.4	Y
3.5	Y
3.6	Y
3.7	Y
3.8	Y
3.9	Y
4	Y
4.1	Y
4.2	Y
4.3	Y
4.4	Y
4.5	Y
4.6	Y
4.7	Y
4.8	Y
4.9	Y
5	Y
5.1	Y
5.2	Y
5.3	Y
5.4	Y
5.5	Y
5.6	Y
5.7	Y
5.8	Y
5.9	Y
6	Y
.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
3	Y
3.1	Y
3.2	Y
3.3	Y
3.4	Y
3.5	Y
3.6	Y
3.7	Y
3.8	Y
3.9	Y
4	Y
4.1	Y
4.2	Y
4.3	Y
4.4	Y
4.5	Y
4.6	Y
4.7	Y
4.8	Y
4.9	Y
5	Y
5.1	Y
5.2	Y
5.3	Y
5.4	Y
5.5	Y
5.6	Y
5.7	Y
5.8	Y
5.9	Y
6	Y
.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
3	Y
3.1	Y
3.2	Y
3.3	Y
3.4	Y
3.5	Y
3.6	Y
3.7	Y
3.8	Y
3.9	Y
4	Y
4.1	Y
4.2	Y
4.3	Y
4.4	Y
4.5	Y
4.6	Y
4.7	Y
4.8	Y
4.9	Y
5	Y
5.1	Y
5.2	Y
5.3	Y
5.4	Y
5.5	Y
5.6	Y
5.7	Y
5.8	Y
5.9	Y
6	Y
.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
3	Y
3.1	Y
3.2	Y
3.3	Y
3.4	Y
3.5	Y
3.6	Y
3.7	Y
3.8	Y
3.9	Y
4	Y
4.1	Y
4.2	Y
4.3	Y
4.4	Y
4.5	Y
4.6	Y
4.7	Y
4.8	Y
4.9	Y
5	Y
5.1	Y
5.2	Y
5.3	Y
5.4	Y
5.5	Y
5.6	Y
5.7	Y
5.8	Y
5.9	Y
6	Y
.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
3	Y
3.1	Y
3.2	Y
3.3	Y
3.4	Y
3.5	Y
3.6	Y
3.7	Y
3.8	Y
3.9	Y
4	Y
4.1	Y
4.2	Y
4.3	Y
4.4	Y
4.5	Y
4.6	Y
4.7	Y
4.8	Y
4.9	Y
5	Y
5.1	Y
5.2	Y
5.3	Y
5.4	Y
5.5	Y
5.6	Y
5.7	Y
5.8	Y
5.9	Y
6	Y
.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
3	Y
3.1	Y
3.2	Y
3.3	Y
3.4	Y
3.5	Y
3.6	Y
3.7	Y
3.8	Y
3.9	Y
4	Y
4.1	Y
4.2	Y
4.3	Y
4.4	Y
4.5	Y
4.6	Y
4.7	Y
4.8	Y
4.9	Y
5	Y
5.1	Y
5.2	Y
5.3	Y
5.4	Y
5.5	Y
5.6	Y
5.7	Y
5.8	Y
5.9	Y
6	Y
.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
3	Y
3.1	Y
3.2	Y
3.3	Y
3.4	Y
3.5	Y
3.6	Y
3.7	Y
3.8	Y
3.9	Y
4	Y
4.1	Y
4.2	Y
4.3	Y
4.4	Y
4.5	Y
4.6	Y
4.7	Y
4.8	Y
4.9	Y
5	Y
5.1	Y
5.2	Y
5.3	Y
5.4	Y
5.5	Y
5.6	Y
5.7	Y
5.8	Y
5.9	Y
6	Y
.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
3	Y
3.1	Y
3.2	Y
3.3	Y
3.4	Y
3.5	Y
3.6	Y
3.7	Y
3.8	Y
3.9	Y
4	Y
4.1	Y
4.2	Y
4.3	Y
4.4	Y
4.5	Y
4.6	Y
4.7	Y
4.8	Y
4.9	Y
5	Y
5.1	Y
5.2	Y
5.3	Y
5.4	Y
5.5	Y
5.6	Y
5.7	Y
5.8	Y
5.9	Y
6	Y
.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
3	Y
3.1	Y
3.2	Y
3.3	Y
3.4	Y
3.5	Y
3.6	Y
3.7	Y
3.8	Y
3.9	Y
4	Y
4.1	Y
4.2	Y
4.3	Y
4.4	Y
4.5	Y
4.6	Y
4.7	Y
4.8	Y
4.9	Y
5	Y
5.1	Y
5.2	Y
5.3	Y
5.4	Y
5.5	Y
5.6	Y
5.7	Y
5.8	Y
5.9	Y
6	Y
.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
1	Y
1.1	Y
1.2	Y
1.3	Y
1.4	Y
1.5	Y
1.6	Y
1.7	Y
1.8	Y
1.9	Y
2	Y
2.1	Y
2.2	Y
2.3	Y
2.4	Y
2.5	Y
2.6	Y
2.7	Y
2.8	Y
2.9	Y
